chr	id	rsid	description	level
chr10	101287785	rs10883366	Motifs|PWM|Zic2, Motifs|PWM|Zic3, Motifs|PWM|Zic1, Motifs|PWM|Zic2, Motifs|PWM|Zic3, Motifs|PWM|EBF1, Motifs|Footprinting|EBF1, Motifs|Footprinting|EBF1, Motifs|Footprinting|EBF1, Motifs|Footprinting|EBF1, Motifs|Footprinting|EBF1, Motifs|Footprinting|EBF1, Chromatin_Structure|DNase-seq|Chorion, Chromatin_Structure|DNase-seq|H1hesc, Chromatin_Structure|DNase-seq|H9es, Chromatin_Structure|DNase-seq|Hsmmt, Chromatin_Structure|DNase-seq|Hsmm, Chromatin_Structure|DNase-seq|Gm12891, Chromatin_Structure|DNase-seq|Huvec, Chromatin_Structure|DNase-seq|Panislets, Chromatin_Structure|DNase-seq|T47d, Chromatin_Structure|FAIRE|Huvec, Chromatin_Structure|DNase-seq|Hmvecdblad, Chromatin_Structure|DNase-seq|Hah, Chromatin_Structure|DNase-seq|Gm19239, Chromatin_Structure|DNase-seq|Cll, Chromatin_Structure|DNase-seq|Hepatocytes, Chromatin_Structure|DNase-seq|Hff, Chromatin_Structure|DNase-seq|Hac, Chromatin_Structure|DNase-seq|Hcpe, Chromatin_Structure|DNase-seq|Hmvecdlyad, Chromatin_Structure|DNase-seq|Hmvecdlyneo, Chromatin_Structure|DNase-seq|Hrgec, Chromatin_Structure|DNase-seq|Hmvecdblneo, Chromatin_Structure|FAIRE|Helas3, Chromatin_Structure|DNase-seq|Hipe, Chromatin_Structure|DNase-seq|Huh75, Protein_Binding|ChIP-seq|GATA1, Protein_Binding|ChIP-seq|GATA1	2b
chr10	101292455	rs10883371	Motifs|Footprinting|c-Myc:Max, Motifs|Footprinting|c-Myc:Max, Motifs|PWM|c-Myc:Max, Chromatin_Structure|DNase-seq|Chorion, Chromatin_Structure|DNase-seq|Hepatocytes, Chromatin_Structure|DNase-seq|T47d, Chromatin_Structure|DNase-seq|Hsmm, Chromatin_Structure|DNase-seq|Medullo, Chromatin_Structure|DNase-seq|Gm12892, Chromatin_Structure|DNase-seq|Huh75, Chromatin_Structure|DNase-seq|Mcf7, Chromatin_Structure|DNase-seq|Panislets, Chromatin_Structure|DNase-seq|A549, Chromatin_Structure|DNase-seq|Mcf7, Chromatin_Structure|DNase-seq|Gm12878, Chromatin_Structure|DNase-seq|H1hesc, Chromatin_Structure|DNase-seq|Osteobl, Chromatin_Structure|DNase-seq|Phte, Chromatin_Structure|DNase-seq|Panisd, Chromatin_Structure|DNase-seq|Gm19239, Chromatin_Structure|DNase-seq|Progfib, Chromatin_Structure|DNase-seq|Cll, Chromatin_Structure|DNase-seq|Ips, Chromatin_Structure|DNase-seq|Htr8, Chromatin_Structure|DNase-seq|Myometr, Chromatin_Structure|DNase-seq|Gm12891, Chromatin_Structure|DNase-seq|Hsmmt, Chromatin_Structure|DNase-seq|Huvec, Chromatin_Structure|DNase-seq|Gm19240, Chromatin_Structure|DNase-seq|Gliobla, Chromatin_Structure|DNase-seq|Stellate, Chromatin_Structure|DNase-seq|Hrgec, Chromatin_Structure|DNase-seq|Aosmc, Chromatin_Structure|DNase-seq|Gm18507, Chromatin_Structure|DNase-seq|Hac, Chromatin_Structure|DNase-seq|K562, Chromatin_Structure|DNase-seq|H9es, Chromatin_Structure|DNase-seq|Gm19238, Protein_Binding|ChIP-seq|SUZ12	2b
chr10	101316142	rs10883376	Motifs|Footprinting|FLI1, Motifs|PWM|FLI1, Motifs|PWM|Ehf, Motifs|PWM|Elf3, Motifs|PWM|Elf5, Motifs|PWM|Sfpi1, Motifs|PWM|Spic, Chromatin_Structure|DNase-seq|Gm12878, Protein_Binding|ChIP-seq|SPI1	2b
chr11	2204717	rs7129483	Motifs|Footprinting|C/EBPbeta, Motifs|Footprinting|C/EBPbeta, Motifs|Footprinting|C/EBPbeta, Motifs|Footprinting|C/EBPbeta, Motifs|PWM|C/EBPbeta, Chromatin_Structure|DNase-seq|Panislets, Chromatin_Structure|DNase-seq|Huh7, Chromatin_Structure|DNase-seq|Chorion, Protein_Binding|ChIP-seq|CREBBP	2b
chr11	2212487	rs68037604	Motifs|Footprinting|EWSR1-FLI1, Motifs|Footprinting|EWSR1-FLI1, Motifs|Footprinting|EWSR1-FLI1, Motifs|Footprinting|EWSR1-FLI1, Motifs|Footprinting|PU1, Motifs|Footprinting|PU1, Motifs|Footprinting|PU1, Motifs|Footprinting|PU.1, Motifs|Footprinting|PU.1, Motifs|Footprinting|PU.1, Motifs|Footprinting|PU.1, Motifs|Footprinting|PU.1, Motifs|Footprinting|PU.1, Motifs|Footprinting|PU.1, Motifs|Footprinting|EWSR1-FLI1, Motifs|Footprinting|PU.1, Motifs|PWM|PU.1, Motifs|PWM|PU1, Motifs|PWM|EWSR1-FLI1, Motifs|Footprinting|EWSR1-FLI1, Motifs|Footprinting|EWSR1-FLI1, Motifs|Footprinting|EWSR1-FLI1, Motifs|Footprinting|EWSR1-FLI1, Motifs|Footprinting|EWSR1-FLI1, Motifs|PWM|EWSR1-FLI1, Motifs|Footprinting|EWSR1-FLI1, Motifs|Footprinting|EWSR1-FLI1, Motifs|Footprinting|EWSR1-FLI1, Motifs|Footprinting|EWSR1-FLI1, Motifs|Footprinting|EWSR1-FLI1, Motifs|PWM|EWSR1-FLI1, Chromatin_Structure|DNase-seq|Chorion, Chromatin_Structure|DNase-seq|Ips, Chromatin_Structure|DNase-seq|Gm12891, Chromatin_Structure|DNase-seq|Lncap, Chromatin_Structure|DNase-seq|Gm12892, Chromatin_Structure|DNase-seq|Huh7, Chromatin_Structure|DNase-seq|Osteobl, Chromatin_Structure|DNase-seq|Gm12878, Chromatin_Structure|DNase-seq|Hl60, Chromatin_Structure|DNase-seq|Mcf7, Chromatin_Structure|DNase-seq|Lncap, Chromatin_Structure|DNase-seq|Cmk, Protein_Binding|ChIP-seq|MYC	2b
chr11	2214016	rs60042129	Motifs|Footprinting|ZNF219, Motifs|PWM|ZNF219, Chromatin_Structure|DNase-seq|Chorion, Chromatin_Structure|DNase-seq|Huh75, Chromatin_Structure|DNase-seq|Gm12891, Protein_Binding|ChIP-seq|IKZF1	2b
chr11	2214640	rs7125284	Motifs|Footprinting|ESR2, Motifs|Footprinting|NUR77, Motifs|Footprinting|NUR77, Motifs|Footprinting|NUR77, Motifs|Footprinting|NUR77, Motifs|Footprinting|NUR77, Motifs|Footprinting|SF1, Motifs|Footprinting|SF1, Motifs|Footprinting|SF1, Motifs|Footprinting|Esrrb, Motifs|Footprinting|Esrrb, Motifs|Footprinting|Esrrb, Motifs|Footprinting|Esrrb, Motifs|Footprinting|Esrrb, Motifs|Footprinting|Esrrb, Motifs|Footprinting|Esrrb, Motifs|Footprinting|Esrrb, Motifs|Footprinting|Esrrb, Motifs|Footprinting|Esrrb, Motifs|Footprinting|Esrrb, Motifs|Footprinting|Esrrb, Motifs|PWM|SF1, Motifs|PWM|AP-2, Motifs|PWM|NUR77, Motifs|PWM|Esrrb, Motifs|Footprinting|ESR2, Motifs|Footprinting|ESR2, Motifs|PWM|ESR2, Motifs|Footprinting|T3R, Motifs|Footprinting|T3R, Motifs|Footprinting|T3R, Motifs|Footprinting|T3R, Motifs|Footprinting|T3R, Motifs|Footprinting|T3R, Motifs|Footprinting|T3R, Motifs|Footprinting|T3R, Motifs|Footprinting|T3R, Motifs|PWM|T3R, Chromatin_Structure|DNase-seq|8988t, Chromatin_Structure|DNase-seq|Mcf7, Chromatin_Structure|DNase-seq|Mcf7, Chromatin_Structure|DNase-seq|Sknshra, Chromatin_Structure|DNase-seq|Be2c, Chromatin_Structure|DNase-seq|Lncap, Chromatin_Structure|DNase-seq|Chorion, Protein_Binding|ChIP-seq|NR3C1, Protein_Binding|ChIP-seq|EP300, Protein_Binding|ChIP-seq|ESR1, Protein_Binding|ChIP-seq|ESR1, Protein_Binding|ChIP-seq|MYC, Protein_Binding|ChIP-seq|MYC, Protein_Binding|ChIP-seq|GATA2	2b
chr11	2219465	rs7479701	Motifs|PWM|Bcl6b, Motifs|PWM|Zfp281, Motifs|Footprinting|RREB-1, Motifs|Footprinting|RREB-1, Motifs|Footprinting|RREB1, Motifs|Footprinting|CKROX, Motifs|Footprinting|RREB-1, Motifs|Footprinting|RREB1, Motifs|PWM|RREB-1, Motifs|PWM|MAZ, Motifs|PWM|CKROX, Motifs|PWM|SP1, Motifs|PWM|RREB1, Motifs|PWM|Ascl2, Motifs|PWM|Ascl2, Motifs|PWM|Zfp281, Motifs|PWM|Zfp410, Motifs|PWM|UF1H3BETA, Chromatin_Structure|DNase-seq|Gm12891, Chromatin_Structure|DNase-seq|8988t, Chromatin_Structure|DNase-seq|Lncap, Chromatin_Structure|DNase-seq|Chorion, Chromatin_Structure|DNase-seq|Lncap, Chromatin_Structure|DNase-seq|H1hesc, Chromatin_Structure|DNase-seq|Ips, Chromatin_Structure|DNase-seq|Gm19239, Chromatin_Structure|DNase-seq|Gm19238, Chromatin_Structure|DNase-seq|Gm12892, Chromatin_Structure|DNase-seq|Cll, Chromatin_Structure|DNase-seq|Gm12878, Chromatin_Structure|DNase-seq|Helas3, Chromatin_Structure|DNase-seq|Hmec, Chromatin_Structure|DNase-seq|Hsmmt, Chromatin_Structure|DNase-seq|Huvec, Chromatin_Structure|DNase-seq|Stellate, Chromatin_Structure|DNase-seq|Huh75, Chromatin_Structure|DNase-seq|T47d, Chromatin_Structure|DNase-seq|K562, Chromatin_Structure|DNase-seq|Hepatocytes, Chromatin_Structure|DNase-seq|Hsmm, Chromatin_Structure|DNase-seq|Huh7, Chromatin_Structure|DNase-seq|Gm18507, Chromatin_Structure|DNase-seq|Panislets, Chromatin_Structure|DNase-seq|Fibrop, Chromatin_Structure|DNase-seq|Osteobl, Protein_Binding|ChIP-seq|CDX2	2b
chr12	40707113	rs12427245	Motifs|PWM|Elf3, Motifs|Footprinting|FOXJ2, Motifs|PWM|FOXJ2, Motifs|PWM|Mtf1, Chromatin_Structure|DNase-seq|Aosmc, Chromatin_Structure|DNase-seq|T47d, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF	2b
chr12	53565457	rs1465056	Motifs|Footprinting|GATA-4, Motifs|Footprinting|GATA-4, Motifs|Footprinting|GATA-4, Motifs|Footprinting|GATA-4, Motifs|Footprinting|GATA-4, Motifs|Footprinting|GATA-4, Motifs|Footprinting|GATA-4, Motifs|Footprinting|GATA-4, Motifs|Footprinting|GATA-4, Motifs|Footprinting|GATA-4, Motifs|Footprinting|KAISO, Motifs|Footprinting|KAISO, Motifs|Footprinting|KAISO, Motifs|Footprinting|KAISO, Motifs|Footprinting|KAISO, Motifs|Footprinting|KAISO, Motifs|Footprinting|KAISO, Motifs|Footprinting|KAISO, Motifs|Footprinting|KAISO, Motifs|Footprinting|GATA-4, Motifs|Footprinting|GATA-4, Motifs|Footprinting|KAISO, Motifs|PWM|GATA-4, Motifs|PWM|KAISO, Chromatin_Structure|DNase-seq|UrotsaUt189, Chromatin_Structure|DNase-seq|Lncap, Chromatin_Structure|DNase-seq|Lncap, Chromatin_Structure|DNase-seq|Urotsa, Chromatin_Structure|DNase-seq|A549, Chromatin_Structure|DNase-seq|Hepg2, Chromatin_Structure|DNase-seq|Hepatocytes, Chromatin_Structure|DNase-seq|K562, Chromatin_Structure|DNase-seq|Hmec, Chromatin_Structure|DNase-seq|Panisd, Chromatin_Structure|DNase-seq|Hre, Chromatin_Structure|DNase-seq|Hsmmt, Protein_Binding|ChIP-seq|TCF4, Protein_Binding|ChIP-seq|ZNF263	2b
chr12	56375881	rs773112	Motifs|Footprinting|MTF-1, Motifs|Footprinting|MTF-1, Motifs|Footprinting|MTF-1, Motifs|PWM|MTF-1, Chromatin_Structure|DNase-seq|Hcpe, Chromatin_Structure|DNase-seq|Hrce, Chromatin_Structure|DNase-seq|Hee, Chromatin_Structure|DNase-seq|Saec, Chromatin_Structure|DNase-seq|Hre, Chromatin_Structure|DNase-seq|Hipe, Chromatin_Structure|DNase-seq|Hct116, Chromatin_Structure|DNase-seq|Rptec, Chromatin_Structure|DNase-seq|Hff, Chromatin_Structure|DNase-seq|Ag04450, Chromatin_Structure|DNase-seq|Hbmec, Protein_Binding|ChIP-seq|EGR1	2b
